WPT,Date,Occurrence ID,Scientific name,Common name,Family
WPT_149,1991-08-30,231853286,Ilybius ater,,Dytiscidae
WPT_132,1991-08-31,231853287,Haliplus confinis,,Haliplidae
WPT_132,1991-08-31,231853288,Helophorus brevipalpis,,Hydrophilidae
WPT_132,1991-08-31,231853289,Ilybius quadriguttatus,,Dytiscidae
WPT_132,1991-08-31,231853290,Haliplus fulvus,,Haliplidae
WPT_132,1991-08-31,231853291,Haliplus flavicollis,,Haliplidae
WPT_132,1991-08-31,231853292,Gyrinus marinus,,Gyrinidae
WPT_132,1991-08-31,231853293,Haliplus ruficollis,,Haliplidae
WPT_132,1991-08-31,231853294,Haliplus lineolatus,,Haliplidae
WPT_132,1991-08-31,231853295,Haliplus immaculatus,,Haliplidae
WPT_132,1991-08-31,231853296,Limnebius truncatellus,,Hydraenidae
WPT_132,1991-08-31,231853297,Laccophilus minutus,,Dytiscidae
WPT_132,1991-08-31,231853298,Hyphydrus ovatus,,Dytiscidae
WPT_132,1991-08-31,231853299,Noterus clavicornis,Larger Noterus,Noteridae
WPT_132,1991-08-31,231853300,Hydroporus palustris,,Dytiscidae
WPT_029,1991-08-31,231853301,Anacaena globulus,,Hydrophilidae
WPT_029,1991-08-31,231853302,Ilybius fuliginosus,,Dytiscidae
WPT_029,1991-08-31,231853303,Laccobius atratus,,Hydrophilidae
WPT_029,1991-08-31,231853304,Agabus guttatus,,Dytiscidae
WPT_029,1991-08-31,231853305,Hydroporus obscurus,,Dytiscidae
WPT_029,1991-08-31,231853306,Hydroporus pubescens,,Dytiscidae
WPT_029,1991-08-31,231853307,Agabus bipustulatus,,Dytiscidae
WPT_029,1991-08-31,231853308,Helophorus flavipes,,Hydrophilidae
WPT_029,1991-08-31,231853309,Enochrus coarctatus,,Hydrophilidae
WPT_029,1991-08-31,231853310,Hydroporus longulus,,Dytiscidae
WPT_029,1991-08-31,231853311,Hydroporus nigrita,,Dytiscidae
WPT_002,1991-08-31,231853312,Haliplus lineatocollis,,Haliplidae
WPT_002,1991-08-31,231853313,Gyrinus substriatus,,Gyrinidae
WPT_002,1991-08-31,231853314,Helophorus brevipalpis,,Hydrophilidae
WPT_148,1991-08-31,231853315,Hydroporus palustris,,Dytiscidae
WPT_148,1991-08-31,231853316,Agabus bipustulatus,,Dytiscidae
WPT_148,1991-08-31,231853317,Hydrobius fuscipes,,Hydrophilidae
WPT_148,1991-08-31,231853318,Anacaena globulus,,Hydrophilidae
WPT_148,1991-08-31,231853319,Laccobius bipunctatus,,Hydrophilidae
WPT_148,1991-08-31,231853320,Ilybius fuliginosus,,Dytiscidae
WPT_006,1991-08-31,231853321,Agabus paludosus,,Dytiscidae
WPT_006,1991-08-31,231853322,Elmis aenea,,Elmidae
WPT_006,1991-08-31,231853323,Haliplus lineatocollis,,Haliplidae
WPT_148,1991-09-01,231853324,Limnebius truncatellus,,Hydraenidae
WPT_148,1991-09-01,231853325,Enochrus coarctatus,,Hydrophilidae
WPT_148,1991-09-01,231853326,Hydrobius fuscipes,,Hydrophilidae
WPT_148,1991-09-01,231853327,Helophorus brevipalpis,,Hydrophilidae
WPT_148,1991-09-01,231853328,Ilybius fuliginosus,,Dytiscidae
WPT_148,1991-09-01,231853329,Ilybius quadriguttatus,,Dytiscidae
WPT_148,1991-09-01,231853330,Agabus bipustulatus,,Dytiscidae
WPT_148,1991-09-01,231853331,Cercyon convexiusculus,,Hydrophilidae
WPT_148,1991-09-01,231853332,Anacaena globulus,,Hydrophilidae
WPT_148,1991-09-01,231853333,Hydroporus palustris,,Dytiscidae
WPT_148,1991-09-01,231853334,Chaetarthria seminulum,,Hydrophilidae
WPT_148,1991-09-01,231853335,Hydroporus erythrocephalus,,Dytiscidae
WPT_161,1991-09-02,231853336,Cercyon littoralis,,Hydrophilidae
WPT_161,1991-09-02,231853337,Ochthebius marinus,,Hydraenidae
WPT_161,1991-09-02,231853338,Cercyon depressus,,Hydrophilidae
WPT_161,1991-09-02,231853339,Ochthebius lejolisii,,Hydraenidae
WPT_268,1911-05-06,231853340,Hydroporus tessellatus,,Dytiscidae
WPT_268,1911-05-06,231853341,Suphrodytes dorsalis,,Dytiscidae
WPT_268,1911-05-06,231853342,Limnebius truncatellus,,Hydraenidae
WPT_268,1911-05-06,231853343,Hydroporus gyllenhalii,,Dytiscidae
WPT_268,1911-05-06,231853344,Porhydrus lineatus,,Dytiscidae
WPT_268,1911-05-06,231853345,Noterus clavicornis,Larger Noterus,Noteridae
WPT_268,1911-05-06,231853346,Hyphydrus ovatus,,Dytiscidae
WPT_268,1911-05-06,231853347,Hydraena riparia,,Hydraenidae
WPT_268,1911-05-06,231853348,Helophorus granularis,,Hydrophilidae
WPT_268,1911-05-06,231853349,Graptodytes pictus,,Dytiscidae
WPT_268,1911-05-06,231853350,Colymbetes fuscus,,Dytiscidae
WPT_268,1911-05-06,231853351,Haliplus variegatus,,Haliplidae
WPT_268,1911-05-06,231853352,Haliplus lineatocollis,,Haliplidae
WPT_268,1911-05-06,231853353,Helophorus brevipalpis,,Hydrophilidae
WPT_268,1911-05-06,231853354,Haliplus ruficollis,,Haliplidae
WPT_268,1911-05-06,231853355,Ochthebius minimus,,Hydraenidae
WPT_268,1911-05-06,231853356,Hydroporus umbrosus,,Dytiscidae
WPT_268,1911-05-06,231853357,Gyrinus natator,,Gyrinidae
WPT_268,1911-05-06,231853358,Laccophilus minutus,,Dytiscidae
WPT_268,1911-05-06,231853359,Agabus bipustulatus,,Dytiscidae
WPT_268,1911-05-06,231853360,Hydroporus palustris,,Dytiscidae
WPT_268,1911-05-06,231853361,Hydroporus striola,,Dytiscidae
WPT_268,1911-05-06,231853362,Stictonectes lepidus,,Dytiscidae
WPT_268,1911-05-06,231853363,Enochrus coarctatus,,Hydrophilidae
WPT_268,1911-05-06,231853364,Laccobius bipunctatus,,Hydrophilidae
WPT_268,1911-05-06,231853365,Gyrinus marinus,,Gyrinidae
WPT_434,1907-07-25,231853366,Hydroporus planus,,Dytiscidae
WPT_432,1907-07-25,231853367,Ochthebius punctatus,,Hydraenidae
WPT_432,1907-07-25,231853368,Helophorus brevipalpis,,Hydrophilidae
WPT_432,1907-07-25,231853369,Enochrus bicolor,,Hydrophilidae
WPT_435,1907-07-08,231853370,Hydroporus striola,,Dytiscidae
WPT_435,1907-07-08,231853371,Agabus bipustulatus,,Dytiscidae
WPT_435,1907-07-08,231853372,Haliplus ruficollis,,Haliplidae
WPT_435,1907-07-08,231853373,Hygrotus inaequalis,,Dytiscidae
WPT_435,1907-07-08,231853374,Hydroporus palustris,,Dytiscidae
WPT_435,1907-07-08,231853375,Hydrobius fuscipes,,Hydrophilidae
WPT_435,1907-07-08,231853376,Helophorus brevipalpis,,Hydrophilidae
WPT_435,1907-07-08,231853377,Colymbetes fuscus,,Dytiscidae
WPT_435,1907-07-08,231853378,Ilybius quadriguttatus,,Dytiscidae
WPT_435,1907-07-08,231853379,Agabus unguicularis,,Dytiscidae
WPT_435,1907-07-08,231853380,Ilybius ater,,Dytiscidae
WPT_454,1907-07-06,231853381,Hydroporus pubescens,,Dytiscidae
WPT_454,1907-07-06,231853382,Laccobius bipunctatus,,Hydrophilidae
WPT_454,1907-07-06,231853383,Limnebius truncatellus,,Hydraenidae
WPT_454,1907-07-06,231853384,Haliplus ruficollis,,Haliplidae
WPT_454,1907-07-06,231853385,Hydroporus tessellatus,,Dytiscidae
WPT_454,1907-07-06,231853386,Hydroporus striola,,Dytiscidae
WPT_454,1907-07-05,231853387,Enochrus bicolor,,Hydrophilidae
WPT_469,1907-06-29,231853388,Laccobius minutus,,Hydrophilidae
WPT_469,1907-06-29,231853389,Stictonectes lepidus,,Dytiscidae
WPT_469,1907-06-29,231853390,Hydrobius fuscipes,,Hydrophilidae
WPT_469,1907-06-29,231853391,Hygrotus inaequalis,,Dytiscidae
WPT_469,1907-06-29,231853392,Hydroporus palustris,,Dytiscidae
WPT_469,1907-06-29,231853393,Laccophilus minutus,,Dytiscidae
WPT_469,1907-06-29,231853394,Agabus bipustulatus,,Dytiscidae
WPT_469,1907-06-29,231853395,Ilybius ater,,Dytiscidae
WPT_241,1991-09-02,231853459,Ilybius ater,,Dytiscidae
WPT_241,1991-09-02,231853460,Agabus nebulosus,,Dytiscidae
WPT_241,1991-09-02,231853461,Ilybius fuliginosus,,Dytiscidae
WPT_241,1991-09-02,231853462,Agabus sturmii,,Dytiscidae
WPT_241,1991-09-02,231853463,Laccophilus minutus,,Dytiscidae
WPT_002,1991-08-31,231853464,Ilybius fuliginosus,,Dytiscidae
WPT_002,1991-08-31,231853465,Helophorus flavipes,,Hydrophilidae
WPT_002,1991-08-31,231853466,Hydroporus palustris,,Dytiscidae
WPT_002,1991-08-31,231853467,Agabus bipustulatus,,Dytiscidae
WPT_002,1991-08-31,231853468,Agabus nebulosus,,Dytiscidae
WPT_002,1991-08-31,231853469,Agabus sturmii,,Dytiscidae
WPT_002,1991-08-31,231853470,Laccobius striatulus,,Hydrophilidae
WPT_041,1991-08-31,231853471,Laccobius atrocephalus,,Hydrophilidae
WPT_041,1991-08-31,231853472,Ochthebius lejolisii,,Hydraenidae
WPT_041,1991-08-31,231853473,Dryops luridus,,Dryopidae
WPT_139,1991-08-31,231853474,Hydroporus palustris,,Dytiscidae
WPT_139,1991-08-31,231853475,Noterus clavicornis,Larger Noterus,Noteridae
WPT_139,1991-08-31,231853476,Gyrinus paykulli,,Gyrinidae
WPT_139,1991-08-31,231853477,Gyrinus substriatus,,Gyrinidae
WPT_139,1991-08-31,231853478,Hyphydrus ovatus,,Dytiscidae
WPT_139,1991-08-31,231853479,Hygrotus inaequalis,,Dytiscidae
WPT_139,1991-08-31,231853480,Coelostoma orbiculare,,Hydrophilidae
WPT_139,1991-08-31,231853481,Laccobius bipunctatus,,Hydrophilidae
WPT_139,1991-08-31,231853482,Haliplus ruficollis,,Haliplidae
WPT_139,1991-08-31,231853483,Haliplus sibiricus,,Haliplidae
WPT_139,1991-08-31,231853484,Haliplus lineatocollis,,Haliplidae
WPT_139,1991-08-31,231853485,Gyrinus marinus,,Gyrinidae
WPT_139,1991-08-31,231853486,Ilybius ater,,Dytiscidae
WPT_139,1991-08-31,231853487,Coccidula rufa,,Coccinellidae
WPT_139,1991-08-31,231853488,Hydrobius fuscipes,,Hydrophilidae
WPT_139,1991-08-31,231853489,Laccophilus minutus,,Dytiscidae
WPT_139,1991-08-31,231853490,Dytiscus marginalis,Great Diving Beetle,Dytiscidae
WPT_139,1991-08-31,231853491,Ilybius fuliginosus,,Dytiscidae
WPT_139,1991-08-31,231853492,Colymbetes fuscus,,Dytiscidae
WPT_139,1991-08-31,231853493,Helophorus brevipalpis,,Hydrophilidae
WPT_139,1991-08-31,231853494,Gyrinus caspius,,Gyrinidae
WPT_139,1991-08-31,231853495,Limnebius truncatellus,,Hydraenidae
WPT_148,1991-08-31,231853496,Helophorus brevipalpis,,Hydrophilidae
WPT_148,1991-08-31,231853497,Ilybius quadriguttatus,,Dytiscidae
WPT_148,1991-08-31,231853498,Gyrinus caspius,,Gyrinidae
WPT_148,1991-08-31,231853499,Coccidula rufa,,Coccinellidae
WPT_148,1991-08-31,231853500,Chaetarthria seminulum,,Hydrophilidae
WPT_148,1991-08-31,231853501,Hydroporus erythrocephalus,,Dytiscidae
WPT_148,1991-08-31,231853502,Limnebius truncatellus,,Hydraenidae
WPT_148,1991-08-31,231853503,Enochrus coarctatus,,Hydrophilidae
WPT_148,1991-08-31,231853504,Cercyon convexiusculus,,Hydrophilidae
WPT_241,1991-09-02,231853505,Helophorus brevipalpis,,Hydrophilidae
WPT_241,1991-09-02,231853506,Donacia versicolorea,,Chrysomelidae
WPT_241,1991-09-02,231853507,Noterus clavicornis,Larger Noterus,Noteridae
WPT_241,1991-09-02,231853508,Hygrotus quinquelineatus,,Dytiscidae
WPT_241,1991-09-02,231853509,Haliplus lineolatus,,Haliplidae
WPT_241,1991-09-02,231853510,Ilybius subaeneus,,Dytiscidae
WPT_241,1991-09-02,231853511,Gyrinus substriatus,,Gyrinidae
WPT_241,1991-09-02,231853512,Colymbetes fuscus,,Dytiscidae
WPT_241,1991-09-02,231853513,Hydroporus palustris,,Dytiscidae
WPT_241,1991-09-02,231853514,Agabus bipustulatus,,Dytiscidae
WPT_241,1991-09-02,231853515,Rhantus frontalis,,Dytiscidae
WPT_241,1991-09-02,231853516,Haliplus ruficollis,,Haliplidae
WPT_242,1991-09-02,231853517,Haliplus confinis,,Haliplidae
WPT_242,1991-09-02,231853518,Haliplus sibiricus,,Haliplidae
WPT_242,1991-09-02,231853519,Dytiscus marginalis,Great Diving Beetle,Dytiscidae
WPT_242,1991-09-02,231853520,Ilybius subaeneus,,Dytiscidae
WPT_242,1991-09-02,231853521,Haliplus lineolatus,,Haliplidae
WPT_469,1907-06-29,231853522,Ilybius fuliginosus,,Dytiscidae
WPT_469,1907-06-29,231853523,Agabus sturmii,,Dytiscidae
WPT_469,1907-06-29,231853524,Colymbetes fuscus,,Dytiscidae
WPT_469,1907-06-29,231853525,Laccobius bipunctatus,,Hydrophilidae
WPT_469,1907-06-29,231853526,Porhydrus lineatus,,Dytiscidae
WPT_469,1907-06-29,231853527,Haliplus confinis,,Haliplidae
WPT_469,1907-06-29,231853528,Haliplus fulvus,,Haliplidae
WPT_469,1907-06-29,231853529,Haliplus lineatocollis,,Haliplidae
WPT_469,1907-06-29,231853530,Haliplus ruficollis,,Haliplidae
WPT_469,1907-06-29,231853531,Hydroporus pubescens,,Dytiscidae
WPT_469,1907-06-29,231853532,Dytiscus marginalis,Great Diving Beetle,Dytiscidae
WPT_473,1907-06-29,231853533,Hydroporus pubescens,,Dytiscidae
WPT_473,1907-06-29,231853534,Anacaena globulus,,Hydrophilidae
WPT_435,1907-06-17,231853535,Hydroporus erythrocephalus,,Dytiscidae
WPT_435,1907-06-17,231853536,Ilybius ater,,Dytiscidae
WPT_435,1907-10-24,231853537,Helophorus brevipalpis,,Hydrophilidae
WPT_435,1907-10-16,231853538,Hydroporus erythrocephalus,,Dytiscidae
WPT_435,1907-10-16,231853539,Helophorus brevipalpis,,Hydrophilidae
WPT_435,1907-10-16,231853540,Hydrobius fuscipes,,Hydrophilidae
WPT_435,1907-10-16,231853541,Agabus bipustulatus,,Dytiscidae
WPT_435,1907-10-16,231853542,Hygrotus inaequalis,,Dytiscidae
WPT_435,1907-10-16,231853543,Hydroporus planus,,Dytiscidae
WPT_435,1907-10-16,231853544,Ilybius quadriguttatus,,Dytiscidae
WPT_435,1907-10-16,231853545,Colymbetes fuscus,,Dytiscidae
WPT_435,1907-10-16,231853546,Haliplus ruficollis,,Haliplidae
WPT_435,1907-10-16,231853547,Agabus nebulosus,,Dytiscidae
WPT_435,1907-10-16,231853548,Agabus sturmii,,Dytiscidae
WPT_435,1907-10-16,231853549,Hydroporus umbrosus,,Dytiscidae
WPT_435,1907-10-16,231853550,Hydroporus striola,,Dytiscidae
WPT_435,1907-10-16,231853551,Hydroporus tessellatus,,Dytiscidae
WPT_435,1907-10-16,231853552,Agabus unguicularis,,Dytiscidae
WPT_435,1907-10-16,231853553,Rhantus exsoletus,,Dytiscidae
WPT_435,1907-10-16,231853554,Hydroporus palustris,,Dytiscidae
WPT_435,1907-10-16,231853555,Anacaena globulus,,Hydrophilidae
WPT_435,1907-10-16,231853556,Hydroporus pubescens,,Dytiscidae
WPT_404,1907-10-12,231853557,Hydroporus pubescens,,Dytiscidae
WPT_404,1907-10-12,231853558,Enochrus fuscipennis,,Hydrophilidae
WPT_404,1907-10-12,231853559,Agabus affinis,,Dytiscidae
WPT_404,1907-10-12,231853560,Haliplus lineatocollis,,Haliplidae
WPT_404,1907-10-12,231853561,Ilybius fuliginosus,,Dytiscidae
WPT_404,1907-10-12,231853562,Ilybius aenescens,,Dytiscidae
WPT_404,1907-10-12,231853563,Agabus bipustulatus,,Dytiscidae
WPT_404,1907-10-12,231853564,Stictonectes lepidus,,Dytiscidae
WPT_404,1907-10-12,231853565,Hydroporus obscurus,,Dytiscidae
WPT_404,1907-10-12,231853566,Hydroporus erythrocephalus,,Dytiscidae
WPT_404,1907-10-12,231853567,Limnebius truncatellus,,Hydraenidae
WPT_404,1907-10-12,231853568,Hydroporus discretus,,Dytiscidae
WPT_404,1907-10-12,231853569,Ochthebius minimus,,Hydraenidae
WPT_404,1907-10-12,231853570,Hydroporus incognitus,,Dytiscidae
WPT_404,1907-10-12,231853571,Hydrobius fuscipes,,Hydrophilidae
WPT_404,1907-10-12,231853572,Haliplus ruficollis,,Haliplidae
WPT_404,1907-10-12,231853573,Chaetarthria seminulum,,Hydrophilidae
WPT_404,1907-10-12,231853574,Dytiscus marginalis,Great Diving Beetle,Dytiscidae
WPT_404,1907-10-12,231853575,Colymbetes fuscus,,Dytiscidae
WPT_404,1907-10-12,231853576,Hydroporus gyllenhalii,,Dytiscidae
WPT_404,1907-10-12,231853577,Agabus sturmii,,Dytiscidae
WPT_404,1907-10-12,231853578,Hydroporus nigrita,,Dytiscidae
WPT_404,1907-10-12,231853579,Hydroporus tristis,,Dytiscidae
WPT_399,1907-10-12,231853580,Helophorus arvernicus,,Hydrophilidae
WPT_399,1907-10-12,231853581,Nebrioporus depressus,,Dytiscidae
WPT_399,1907-10-12,231853582,Haliplus fluviatilis,,Haliplidae
WPT_410,1907-10-12,231853583,Hydroporus palustris,,Dytiscidae
WPT_410,1907-10-12,231853584,Anacaena globulus,,Hydrophilidae
WPT_188,1908-10-10,231853585,Ilybius fuliginosus,,Dytiscidae
WPT_188,1908-10-10,231853586,Agabus unguicularis,,Dytiscidae
WPT_188,1908-10-10,231853587,Rhantus exsoletus,,Dytiscidae
WPT_188,1908-10-10,231853588,Rhantus frontalis,,Dytiscidae
WPT_188,1908-10-10,231853589,Dytiscus marginalis,Great Diving Beetle,Dytiscidae
WPT_188,1908-10-10,231853590,Enochrus coarctatus,,Hydrophilidae
WPT_188,1908-10-10,231853591,Hygrotus inaequalis,,Dytiscidae
WPT_188,1908-10-10,231853592,Colymbetes fuscus,,Dytiscidae
WPT_188,1908-10-10,231853593,Hydroporus striola,,Dytiscidae
WPT_188,1908-10-10,231853594,Haliplus ruficollis,,Haliplidae
WPT_188,1908-10-10,231853595,Agabus bipustulatus,,Dytiscidae
WPT_188,1908-10-10,231853596,Dytiscus semisulcatus,,Dytiscidae
WPT_188,1908-10-10,231853597,Hydraena riparia,,Hydraenidae
WPT_188,1908-10-10,231853598,Hydroporus angustatus,,Dytiscidae
WPT_188,1908-10-10,231853599,Suphrodytes dorsalis,,Dytiscidae
WPT_188,1908-10-10,231853600,Agabus sturmii,,Dytiscidae
WPT_326,1908-10-10,231853601,Agabus sturmii,,Dytiscidae
WPT_326,1908-10-10,231853602,Hydroporus striola,,Dytiscidae
WPT_326,1908-10-10,231853603,Porhydrus lineatus,,Dytiscidae
WPT_326,1908-10-10,231853604,Hydroporus pubescens,,Dytiscidae
WPT_326,1908-10-10,231853605,Haliplus lineatocollis,,Haliplidae
WPT_326,1908-10-10,231853606,Hydroporus nigrita,,Dytiscidae
WPT_326,1908-10-10,231853607,Anacaena globulus,,Hydrophilidae
WPT_326,1908-10-10,231853608,Hydroporus planus,,Dytiscidae
WPT_326,1908-10-10,231853609,Agabus nebulosus,,Dytiscidae
WPT_326,1908-10-10,231853610,Hydroporus palustris,,Dytiscidae
WPT_326,1908-10-10,231853611,Laccophilus minutus,,Dytiscidae
WPT_326,1908-10-10,231853612,Hydroporus discretus,,Dytiscidae
WPT_326,1908-10-10,231853613,Hydroporus erythrocephalus,,Dytiscidae
WPT_326,1908-10-10,231853614,Hydroporus tessellatus,,Dytiscidae
WPT_326,1908-10-10,231853615,Agabus bipustulatus,,Dytiscidae
WPT_326,1908-10-10,231853616,Ilybius fuliginosus,,Dytiscidae
WPT_326,1908-10-10,231853617,Nebrioporus depressus,,Dytiscidae
WPT_326,1908-10-10,231853618,Haliplus ruficollis,,Haliplidae
WPT_326,1908-10-10,231853619,Rhantus suturellus,,Dytiscidae
WPT_326,1908-10-10,231853620,Stictonectes lepidus,,Dytiscidae
WPT_326,1908-10-10,231853621,Helophorus brevipalpis,,Hydrophilidae
WPT_355,1908-05-06,231853622,Laccobius bipunctatus,,Hydrophilidae
WPT_355,1908-05-06,231853623,Hydroporus pubescens,,Dytiscidae
WPT_355,1908-05-06,231853624,Haliplus obliquus,,Haliplidae
WPT_355,1908-05-03,231853625,Hydroporus nigrita,,Dytiscidae
WPT_355,1908-05-03,231853626,Hydroporus erythrocephalus,,Dytiscidae
WPT_242,1991-09-02,231853627,Noterus clavicornis,Larger Noterus,Noteridae
WPT_242,1991-09-02,231853628,Rhantus frontalis,,Dytiscidae
WPT_242,1991-09-02,231853629,Hygrotus inaequalis,,Dytiscidae
WPT_242,1991-09-02,231853630,Laccophilus minutus,,Dytiscidae
WPT_242,1991-09-02,231853631,Haliplus ruficollis,,Haliplidae
WPT_242,1991-09-02,231853632,Helophorus brevipalpis,,Hydrophilidae
WPT_242,1991-09-02,231853633,Hydroporus planus,,Dytiscidae
WPT_242,1991-09-02,231853634,Agabus nebulosus,,Dytiscidae
WPT_242,1991-09-02,231853635,Hydroporus palustris,,Dytiscidae
WPT_242,1991-09-02,231853636,Hydrobius fuscipes,,Hydrophilidae
WPT_242,1991-09-02,231853637,Agabus bipustulatus,,Dytiscidae
WPT_242,1991-09-02,231853638,Haliplus fulvus,,Haliplidae
WPT_274,1991-09-02,231853639,Gyrinus substriatus,,Gyrinidae
WPT_274,1991-09-02,231853640,Gyrinus marinus,,Gyrinidae
WPT_274,1991-09-02,231853641,Helophorus brevipalpis,,Hydrophilidae
WPT_274,1991-09-02,231853642,Porhydrus lineatus,,Dytiscidae
WPT_274,1991-09-02,231853643,Noterus clavicornis,Larger Noterus,Noteridae
WPT_274,1991-09-02,231853644,Haliplus flavicollis,,Haliplidae
WPT_274,1991-09-02,231853645,Haliplus fulvus,,Haliplidae
WPT_274,1991-09-02,231853646,Haliplus sibiricus,,Haliplidae
WPT_274,1991-09-02,231853647,Stictotarsus duodecimpustulatus,,Dytiscidae
WPT_274,1991-09-02,231853648,Hydroporus palustris,,Dytiscidae
WPT_274,1991-09-02,231853649,Hygrotus quinquelineatus,,Dytiscidae
WPT_001,1991-09-07,231853650,Laccophilus minutus,,Dytiscidae
WPT_001,1991-09-07,231853651,Laccobius striatulus,,Hydrophilidae
WPT_001,1991-09-07,231853652,Hygrotus confluens,,Dytiscidae
WPT_001,1991-09-07,231853653,Haliplus lineatocollis,,Haliplidae
WPT_080,1992-03-04,231853654,Hydroporus tristis,,Dytiscidae
WPT_080,1992-03-04,231853655,Hydroporus umbrosus,,Dytiscidae
WPT_080,1992-03-04,231853656,Hydroporus pubescens,,Dytiscidae
WPT_080,1992-03-04,231853657,Hydroporus striola,,Dytiscidae
WPT_080,1992-03-04,231853658,Hydroporus gyllenhalii,,Dytiscidae
WPT_080,1992-03-04,231853659,Hydroporus discretus,,Dytiscidae
WPT_129,1992-03-04,231853690,Agabus bipustulatus,,Dytiscidae
WPT_133,1992-03-04,231853691,Agabus affinis,,Dytiscidae
WPT_133,1992-03-04,231853692,Agabus congener,,Dytiscidae
WPT_133,1992-03-04,231853693,Laccornis oblongus,,Dytiscidae
WPT_133,1992-03-04,231853694,Hydrobius fuscipes,,Hydrophilidae
WPT_133,1992-03-04,231853695,Anacaena lutescens,,Hydrophilidae
WPT_083,1992-03-12,231853696,Hydroporus planus,,Dytiscidae
WPT_083,1992-03-12,231853697,Agabus bipustulatus,,Dytiscidae
WPT_083,1992-03-12,231853698,Hydroporus pubescens,,Dytiscidae
WPT_083,1992-03-12,231853699,Hydroporus discretus,,Dytiscidae
WPT_083,1992-03-12,231853700,Hydroporus erythrocephalus,,Dytiscidae
WPT_083,1992-03-12,231853701,Helophorus obscurus,,Hydrophilidae
WPT_083,1992-03-12,231853702,Agabus unguicularis,,Dytiscidae
WPT_083,1992-03-12,231853703,Laccobius bipunctatus,,Hydrophilidae
WPT_083,1992-03-12,231853704,Anacaena lutescens,,Hydrophilidae
WPT_083,1992-03-12,231853705,Hydrobius fuscipes,,Hydrophilidae
WPT_083,1992-03-12,231853706,Agabus congener,,Dytiscidae
WPT_083,1992-03-12,231853707,Hydroporus striola,,Dytiscidae
WPT_108,1992-03-12,231853708,Helophorus flavipes,,Hydrophilidae
WPT_108,1992-03-12,231853709,Hydrobius fuscipes,,Hydrophilidae
WPT_108,1992-03-12,231853710,Anacaena globulus,,Hydrophilidae
WPT_108,1992-03-12,231853711,Agabus affinis,,Dytiscidae
WPT_108,1992-03-12,231853712,Hydroporus erythrocephalus,,Dytiscidae
WPT_108,1992-03-12,231853713,Hydroporus pubescens,,Dytiscidae
WPT_108,1992-03-12,231853714,Hydroporus umbrosus,,Dytiscidae
WPT_108,1992-03-12,231853715,Anacaena lutescens,,Hydrophilidae
WPT_145,1992-03-12,231853716,Anacaena lutescens,,Hydrophilidae
WPT_145,1992-03-12,231853717,Enochrus coarctatus,,Hydrophilidae
WPT_145,1992-03-12,231853718,Cercyon convexiusculus,,Hydrophilidae
WPT_145,1992-03-12,231853719,Anacaena globulus,,Hydrophilidae
WPT_145,1992-03-12,231853720,Agabus unguicularis,,Dytiscidae
WPT_145,1992-03-12,231853721,Laccornis oblongus,,Dytiscidae
WPT_145,1992-03-12,231853722,Laccobius bipunctatus,,Hydrophilidae
WPT_145,1992-03-12,231853723,Hydroporus striola,,Dytiscidae
WPT_145,1992-03-12,231853724,Hydroporus incognitus,,Dytiscidae
WPT_145,1992-03-12,231853725,Hydroporus memnonius,,Dytiscidae
WPT_145,1992-03-12,231853726,Hydroporus angustatus,,Dytiscidae
WPT_141,1992-03-17,231853727,Laccornis oblongus,,Dytiscidae
WPT_141,1992-03-17,231853728,Ilybius quadriguttatus,,Dytiscidae
WPT_244,1909-06-12,231853760,Helophorus brevipalpis,,Hydrophilidae
WPT_244,1909-06-12,231853761,Hydrobius fuscipes,,Hydrophilidae
WPT_244,1909-06-12,231853762,Agabus sturmii,,Dytiscidae
WPT_358,1909-06-12,231853763,Gyrinus marinus,,Gyrinidae
WPT_358,1909-06-12,231853764,Hydroporus pubescens,,Dytiscidae
WPT_358,1909-06-12,231853765,Noterus clavicornis,Larger Noterus,Noteridae
WPT_358,1909-06-12,231853766,Haliplus ruficollis,,Haliplidae
WPT_358,1909-06-12,231853767,Hygrotus inaequalis,,Dytiscidae
WPT_358,1909-06-12,231853768,Porhydrus lineatus,,Dytiscidae
WPT_358,1909-06-12,231853769,Anacaena globulus,,Hydrophilidae
WPT_358,1909-06-12,231853770,Helophorus brevipalpis,,Hydrophilidae
WPT_358,1909-06-12,231853771,Hydroporus erythrocephalus,,Dytiscidae
WPT_358,1909-06-12,231853772,Rhantus exsoletus,,Dytiscidae
WPT_358,1909-06-12,231853773,Ilybius quadriguttatus,,Dytiscidae
WPT_358,1909-06-12,231853774,Nebrioporus assimilis,,Dytiscidae
WPT_358,1909-06-12,231853775,Ilybius ater,,Dytiscidae
WPT_358,1909-06-12,231853776,Graptodytes pictus,,Dytiscidae
WPT_358,1909-06-12,231853777,Hydroporus striola,,Dytiscidae
WPT_358,1909-06-12,231853778,Hyphydrus ovatus,,Dytiscidae
WPT_358,1909-06-12,231853779,Hydroporus palustris,,Dytiscidae
WPT_358,1909-06-12,231853780,Stictonectes lepidus,,Dytiscidae
WPT_358,1909-06-12,231853781,Hydroporus gyllenhalii,,Dytiscidae
WPT_358,1909-06-12,231853782,Hydroporus nigrita,,Dytiscidae
WPT_358,1909-06-12,231853783,Haliplus fulvus,,Haliplidae
WPT_358,1909-06-12,231853784,Gyrinus minutus,,Gyrinidae
WPT_358,1909-06-12,231853785,Agabus bipustulatus,,Dytiscidae
